Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Weekend
17,34.7,51,3.0,1.0,23.0,1.22,0.0,0.0,3,0,0
18,33.7,53,2.4,1.0,22.7,0.78,0.0,0.0,3,0,0
19,32.7,56,2.2,1.0,22.7,0.33,0.0,0.0,3,0,0
20,31.8,59,0.9,1.0,22.7,0.0,0.0,0.0,3,0,0
21,31.3,59,0.3,1.0,22.3,0.0,0.0,0.0,3,0,0
22,30.9,63,0.7,1.0,23.0,0.0,0.0,0.0,3,0,0
23,30.3,65,0.4,1.0,22.9,0.0,0.0,0.0,3,0,0
0,30.0,67,0.8,0.993,23.1,0.0,0.0,0.0,3,1,0
1,29.6,69,0.4,0.971,23.3,0.0,0.0,0.0,3,1,0
2,29.5,68,0.4,0.9745,22.9,0.0,0.0,0.0,3,1,0
3,29.1,70,0.3,0.976,23.0,0.0,0.0,0.0,3,1,0
4,28.8,73,0.5,0.9175,23.4,0.0,0.0,0.0,3,1,0
5,28.6,73,0.8,0.904,23.2,0.0,0.0,0.0,3,1,0
6,28.4,74,1.0,0.85,23.3,0.0,0.0,0.0,3,1,0
7,28.6,71,0.6,0.8985,22.8,0.17,0.0,0.0,3,1,0
8,29.9,60,0.8,0.886,21.2,0.83,0.0,0.0,3,1,0
9,32.0,53,1.6,1.0,21.2,1.56,0.0,0.0,3,1,0
10,33.5,49,1.0,0.9685,21.3,2.09,0.0,0.0,3,1,0
11,35.4,44,1.2,0.9435,21.2,2.58,0.0,0.0,3,1,0
12,36.5,41,1.1,0.9035,21.1,2.73,0.0,0.0,3,1,0
13,36.9,39,1.5,1.0,20.6,2.46,0.0,0.0,3,1,0
14,37.2,38,0.9,0.988,20.5,1.96,0.0,0.0,3,1,0
15,37.4,38,1.4,1.0,20.6,1.72,0.0,0.0,3,1,0
16,36.6,39,0.7,1.0,20.3,0.44,0.0,0.0,3,1,0
17,33.6,55,3.9,0.9645,23.3,0.86,0.0,0.0,3,1,0
18,32.8,63,2.3,0.773,24.8,0.89,0.1,0.0,3,1,0
19,28.7,76,0.7,1.0,24.0,0.11,0.9,0.0,3,1,0
20,28.4,69,1.5,1.0,22.1,0.01,0.0,0.0,3,1,0
21,28.6,69,1.3,1.0,22.3,0.0,0.0,0.0,3,1,0
22,28.6,67,1.0,1.0,21.8,0.0,0.0,0.0,3,1,0
23,28.5,69,1.1,1.0,22.2,0.0,0.0,0.0,3,1,0
0,28.4,68,0.9,1.0,21.9,0.0,0.0,0.0,3,0,0
1,28.2,70,1.0,1.0,22.2,0.0,0.0,0.0,3,0,0
2,28.1,68,0.8,1.0,21.6,0.0,0.0,0.0,3,0,0
3,27.9,68,0.6,1.0,21.4,0.0,0.0,0.0,3,0,0
4,27.8,69,0.9,1.0,21.5,0.0,0.0,0.0,3,0,0
5,28.0,66,0.5,1.0,21.0,0.0,0.0,0.0,3,0,0
6,27.5,72,1.1,1.0,21.9,0.0,0.0,0.0,3,0,0
7,27.6,71,1.2,1.0,21.8,0.14,0.0,0.0,3,0,0
8,28.2,68,1.3,1.0,21.7,0.41,0.0,0.0,3,0,0
9,30.6,55,1.1,1.0,20.5,1.46,0.0,0.0,3,0,0
10,31.9,51,2.2,0.9695,20.4,2.04,0.0,0.0,3,0,0
11,33.5,48,2.4,0.984,20.9,2.71,0.0,0.0,3,0,0
12,34.5,44,2.2,1.0,20.4,3.19,0.0,0.0,3,0,0
13,35.1,39,2.0,1.0,19.0,3.45,0.0,0.0,3,0,0
14,35.3,40,2.0,1.0,19.6,3.17,0.0,0.0,3,0,0
15,35.0,38,2.0,1.0,18.5,2.8,0.0,0.0,3,0,0
16,34.5,37,1.9,1.0,17.6,2.36,0.0,0.0,3,0,0
17,33.8,37,2.2,1.0,17.0,1.74,0.0,0.0,3,0,0
18,32.4,40,2.1,1.0,17.0,1.04,0.0,0.0,3,0,0
19,29.8,45,2.5,1.0,16.5,0.36,0.0,0.0,3,0,0
20,27.9,47,1.9,1.0,15.5,0.01,0.0,0.0,3,0,0
21,26.8,46,2.0,1.0,14.2,0.0,0.0,0.0,3,0,0
22,25.9,45,2.1,1.0,13.0,0.0,0.0,0.0,3,0,0
23,25.0,44,2.2,1.0,11.8,0.0,0.0,0.0,3,0,0
0,24.1,45,2.0,1.0,11.4,0.0,0.0,0.0,3,0,0
1,23.4,47,2.1,1.0,11.4,0.0,0.0,0.0,3,0,0
2,22.8,50,1.4,1.0,11.8,0.0,0.0,0.0,3,0,0
3,22.4,52,1.3,1.0,12.0,0.0,0.0,0.0,3,0,0
4,22.1,54,1.6,1.0,12.3,0.0,0.0,0.0,3,0,0
5,21.8,55,1.9,1.0,12.3,0.0,0.0,0.0,3,0,0
6,21.8,51,2.0,1.0,11.2,0.0,0.0,0.0,3,0,0
7,22.0,49,1.7,1.0,10.7,0.23,0.0,0.0,3,0,0
8,23.5,44,1.7,0.972,10.5,0.98,0.0,0.0,3,0,0
9,25.5,40,2.6,0.995,10.8,1.7,0.0,0.0,3,0,0
10,27.0,36,2.2,0.9885,10.6,2.34,0.0,0.0,3,0,0
11,28.8,33,2.2,0.9755,10.9,2.85,0.0,0.0,3,0,0
12,30.3,30,1.9,0.9905,10.7,3.17,0.0,0.0,3,0,0
13,31.3,30,2.1,1.0,11.6,3.3,0.0,0.0,3,0,0
14,32.7,27,2.0,0.982,11.2,3.21,0.0,0.0,3,0,0
15,33.5,26,2.1,1.0,11.3,2.9,0.0,0.0,3,0,0
16,33.7,26,1.5,1.0,11.5,2.39,0.0,0.0,3,0,0
17,33.1,27,1.9,0.9875,11.5,1.76,0.0,0.0,3,0,0
18,32.5,28,1.4,1.0,11.6,1.06,0.0,0.0,3,0,0
19,31.0,31,1.5,1.0,11.8,0.34,0.0,0.0,3,0,0
20,28.4,40,1.7,0.9435,13.4,0.0,0.0,0.0,3,0,0
21,27.1,43,1.6,1.0,13.4,0.0,0.0,0.0,3,0,0
22,26.0,45,1.7,1.0,13.1,0.0,0.0,0.0,3,0,0
23,25.2,47,1.2,1.0,13.0,0.0,0.0,0.0,3,0,0
0,24.5,48,1.2,1.0,12.7,0.0,0.0,0.0,3,0,1
1,23.9,51,0.9,1.0,13.1,0.0,0.0,0.0,3,0,1
2,23.4,53,1.1,1.0,13.2,0.0,0.0,0.0,3,0,1
3,23.0,54,1.0,0.909,13.1,0.0,0.0,0.0,3,0,1
4,22.6,55,1.4,1.0,13.0,0.0,0.0,0.0,3,0,1
5,22.0,58,1.0,1.0,13.3,0.0,0.0,0.0,3,0,1
6,21.6,60,1.0,1.0,13.4,0.0,0.0,0.0,3,0,1
7,21.7,57,1.3,1.0,12.8,0.23,0.0,0.0,3,0,1
8,23.2,47,1.0,1.0,11.2,0.93,0.0,0.0,3,0,1
9,25.3,42,1.4,0.9605,11.4,1.7,0.0,0.0,3,0,1
10,27.0,37,1.2,0.981,11.0,2.32,0.0,0.0,3,0,1
11,28.4,35,1.6,1.0,11.4,2.82,0.0,0.0,3,0,1
12,29.8,33,1.5,0.968,11.7,3.14,0.0,0.0,3,0,1
13,31.1,30,1.5,1.0,11.4,3.24,0.0,0.0,3,0,1
14,31.0,31,1.8,0.9995,11.8,2.8,0.0,0.0,3,0,1
15,31.7,30,1.9,0.9715,11.9,2.23,0.0,0.0,3,0,1
16,31.8,33,2.1,1.0,13.5,1.88,0.0,0.0,3,0,1
17,29.9,39,2.9,1.0,14.4,0.86,0.0,0.0,3,0,1
18,30.1,37,2.1,1.0,13.8,0.88,0.0,0.0,3,0,1
19,28.5,45,1.6,1.0,15.4,0.23,0.0,0.0,3,0,1
20,27.6,46,1.2,1.0,14.9,0.01,0.0,0.0,3,0,1
21,26.8,48,0.9,1.0,14.8,0.0,0.0,0.0,3,0,1
22,26.3,48,0.8,1.0,14.4,0.0,0.0,0.0,3,0,1
23,25.9,52,1.3,1.0,15.2,0.0,0.0,0.0,3,0,1
0,25.3,53,2.4,1.0,15.0,0.0,0.0,0.0,3,0,1
1,25.0,57,0.9,1.0,15.8,0.0,0.0,0.0,3,0,1
2,24.5,59,0.3,1.0,15.9,0.0,0.0,0.0,3,0,1
3,24.0,59,0.6,1.0,15.4,0.0,0.0,0.0,3,0,1
4,23.6,61,0.3,1.0,15.6,0.0,0.0,0.0,3,0,1
5,23.4,63,0.3,1.0,15.9,0.0,0.0,0.0,3,0,1
6,23.1,64,0.6,1.0,15.9,0.0,0.0,0.0,3,0,1
7,23.3,64,1.0,1.0,16.0,0.1,0.0,0.0,3,0,1
8,24.4,58,0.8,1.0,15.5,0.45,0.0,0.0,3,0,1
9,26.3,50,0.7,0.99,15.0,1.28,0.0,0.0,3,0,1
10,27.3,49,0.9,0.984,15.6,1.17,0.0,0.0,3,0,1
11,28.4,43,1.0,0.957,14.6,1.52,0.0,0.0,3,0,1
12,30.9,37,1.8,0.929,14.5,2.98,0.0,0.0,3,0,1
13,32.4,33,2.7,0.9465,14.0,3.1,0.0,0.0,3,0,1
14,33.4,31,1.2,0.981,13.9,2.73,0.0,0.0,3,0,1
15,33.8,31,1.6,1.0,14.3,2.45,0.0,0.0,3,0,1
16,33.3,32,2.4,1.0,14.3,1.98,0.0,0.0,3,0,1
17,32.7,33,2.5,0.997,14.3,1.18,0.0,0.0,3,0,1
18,32.3,41,1.9,1.0,17.3,0.62,0.0,0.0,3,0,1
19,29.7,55,2.5,1.0,19.6,0.23,0.0,0.0,3,0,1
20,28.5,58,1.4,1.0,19.4,0.0,0.0,0.0,3,0,1
21,27.9,61,0.7,1.0,19.6,0.0,0.0,0.0,3,0,1
22,27.7,62,0.6,1.0,19.7,0.0,0.0,0.0,3,0,1
23,27.5,60,0.3,1.0,19.0,0.0,0.0,0.0,3,0,1
0,27.0,62,0.6,1.0,19.0,0.0,0.0,0.0,3,0,0
1,26.6,64,0.2,1.0,19.2,0.0,0.0,0.0,3,0,0
2,26.3,65,0.3,1.0,19.1,0.0,0.0,0.0,3,0,0
3,26.1,65,0.6,1.0,18.9,0.0,0.0,0.0,3,0,0
4,26.2,65,1.1,0.771,19.0,0.0,0.0,0.0,3,0,0
5,25.7,68,0.8,0.6975,19.3,0.0,0.0,0.0,3,0,0
6,25.3,67,1.5,0.725,18.7,0.0,0.0,0.0,3,0,0
7,25.4,60,1.4,0.9395,17.0,0.16,0.0,0.0,3,0,0
8,26.6,54,1.1,0.8695,16.5,0.75,0.0,0.0,3,0,0
9,27.5,54,1.0,0.9965,17.3,0.81,0.0,0.0,3,0,0
10,29.3,49,2.0,0.9375,17.4,1.65,0.0,0.0,3,0,0
11,31.2,45,1.9,0.905,17.8,2.72,0.0,0.0,3,0,0
12,31.7,45,2.5,0.907,18.3,1.96,0.0,0.0,3,0,0
13,31.6,46,2.7,0.932,18.5,1.77,0.0,0.0,3,0,0
14,32.1,45,2.8,0.983,18.6,1.51,0.0,0.0,3,0,0
15,32.9,45,1.9,0.9385,19.3,1.84,0.0,0.0,3,0,0
16,32.3,45,2.8,0.964,18.8,0.98,0.0,0.0,3,0,0
17,32.1,44,2.6,0.8655,18.3,0.6,0.0,0.0,3,0,0
18,31.6,47,2.1,0.9335,18.9,0.26,0.0,0.0,3,0,0
19,30.8,55,1.9,0.585,20.7,0.06,0.0,0.0,3,0,0
20,29.8,61,3.4,0.7625,21.4,0.0,0.0,0.0,3,0,0
21,29.3,63,3.1,0.8385,21.5,0.0,0.0,0.0,3,0,0
22,29.0,63,4.2,0.888,21.2,0.0,0.0,0.0,3,0,0
23,28.5,62,4.9,0.941,20.5,0.0,0.0,0.0,3,0,0
0,28.3,59,3.7,0.9725,19.5,0.0,0.0,0.0,3,0,0
1,28.0,61,3.9,0.945,19.7,0.0,0.0,0.0,3,0,0
2,27.6,60,4.3,0.927,19.1,0.0,0.0,0.0,3,0,0
3,26.8,62,4.5,0.871,18.9,0.0,0.1,0.0,3,0,0
4,25.3,70,6.9,0.4625,19.4,0.0,0.4,0.0,3,0,0
5,23.8,86,3.6,0.21,21.3,0.0,1.0,0.0,3,0,0
6,23.8,89,3.3,0.441,21.8,0.0,1.5,0.0,3,0,0
7,23.4,94,2.4,0.8865,22.3,0.02,2.0,0.0,3,0,0
8,24.0,84,3.5,0.9875,21.1,0.47,0.0,0.0,3,0,0
9,24.4,82,3.0,0.9235,21.1,0.6,0.0,0.0,3,0,0
10,24.8,82,3.2,0.866,21.5,0.34,0.0,0.0,3,0,0
11,24.7,85,2.3,0.719,22.0,0.27,0.0,0.0,3,0,0
12,25.7,74,3.4,0.9755,20.7,1.16,0.0,0.0,3,0,0
13,27.1,66,2.6,0.9475,20.1,1.54,0.0,0.0,3,0,0
14,28.5,58,2.6,0.9825,19.4,1.93,0.0,0.0,3,0,0
15,29.5,57,2.0,1.0,20.0,2.1,0.0,0.0,3,0,0
16,30.4,53,2.0,0.995,19.7,1.82,0.0,0.0,3,0,0
17,30.8,52,2.3,0.9765,19.8,1.49,0.0,0.0,3,0,0
18,30.3,56,1.7,1.0,20.5,0.8,0.0,0.0,3,0,0
19,29.2,62,1.7,1.0,21.1,0.31,0.0,0.0,3,0,0
20,27.7,69,1.6,0.996,21.4,0.01,0.0,0.0,3,0,0
21,26.8,72,0.4,0.9925,21.3,0.0,0.0,0.0,3,0,0
22,26.1,76,1.2,0.9335,21.5,0.0,0.0,0.0,3,0,0
23,25.6,75,0.1,0.946,20.8,0.0,0.0,0.0,3,0,0
0,25.1,79,0.5,0.9455,21.1,0.0,0.0,0.0,3,0,0
1,24.6,79,0.6,0.942,20.7,0.0,0.0,0.0,3,0,0
2,24.2,79,0.6,0.941,20.3,0.0,0.0,0.0,3,0,0
3,24.1,80,0.8,0.96,20.4,0.0,0.0,0.0,3,0,0
4,23.6,81,0.8,0.9715,20.1,0.0,0.0,0.0,3,0,0
5,23.4,82,0.4,1.0,20.1,0.0,0.0,0.0,3,0,0
6,23.7,78,0.3,1.0,19.6,0.0,0.0,0.0,3,0,0
7,24.3,74,0.6,0.9995,19.3,0.1,0.0,0.0,3,0,0
8,25.7,66,0.9,0.988,18.8,0.64,0.0,0.0,3,0,0
9,28.0,56,1.5,0.991,18.3,1.57,0.0,0.0,3,0,0
10,30.2,52,1.4,0.9615,19.2,2.13,0.0,0.0,3,0,0
11,32.1,49,1.6,0.937,20.0,2.63,0.0,0.0,3,0,0
12,33.9,45,1.4,0.9615,20.2,2.95,0.0,0.0,3,0,0
13,35.3,41,2.1,0.9625,20.0,3.1,0.0,0.0,3,0,0
14,36.2,36,1.5,0.9925,18.7,2.87,0.0,0.0,3,0,0
15,36.8,36,1.0,1.0,19.2,2.46,0.0,0.0,3,0,0
16,37.4,35,1.3,1.0,19.3,2.0,0.0,0.0,3,0,0
17,36.4,39,1.2,1.0,20.2,1.15,0.0,0.0,3,0,0
18,35.4,40,1.0,1.0,19.7,0.34,0.0,0.0,3,0,0
19,35.2,41,0.5,1.0,19.9,0.31,0.0,0.0,3,0,0
20,33.2,51,1.0,1.0,21.6,0.02,0.0,0.0,3,0,0
21,33.1,46,2.7,1.0,19.9,0.0,0.0,0.0,3,0,0
22,32.1,47,2.0,1.0,19.3,0.0,0.0,0.0,3,0,0
23,31.2,50,1.8,1.0,19.5,0.0,0.0,0.0,3,0,0
0,23.2,83,0.5,0.9435,20.1,0.0,0.0,0.0,4,0,1
1,22.7,83,0.1,0.97,19.6,0.0,0.0,0.0,4,0,1
2,22.0,86,0.4,0.8515,19.5,0.0,0.0,0.0,4,0,1
3,21.6,87,0.3,0.7895,19.3,0.0,0.0,0.0,4,0,1
4,21.2,88,0.9,0.5915,19.1,0.0,0.0,0.0,4,0,1
5,21.1,87,0.6,0.558,18.8,0.0,0.0,0.0,4,0,1
6,20.9,87,0.7,0.599,18.6,0.0,0.0,0.0,4,0,1
7,21.1,81,1.0,0.869,17.7,0.14,0.0,0.0,4,0,1
8,22.3,64,1.7,1.0,15.1,0.75,0.0,0.0,4,0,1
9,24.1,56,2.1,0.978,14.7,1.46,0.0,0.0,4,0,1
10,26.0,54,1.5,1.0,15.9,2.13,0.0,0.0,4,0,1
11,27.6,47,1.2,1.0,15.2,2.63,0.0,0.0,4,0,1
12,28.9,46,1.6,0.983,16.1,2.96,0.0,0.0,4,0,1
13,29.4,48,1.9,0.971,17.2,2.88,0.0,0.0,4,0,1
14,29.7,42,1.4,1.0,15.4,2.37,0.0,0.0,4,0,1
15,30.0,45,0.9,1.0,16.7,2.1,0.0,0.0,4,0,1
16,30.5,41,1.4,0.965,15.7,1.95,0.0,0.0,4,0,1
17,29.6,42,1.3,1.0,15.3,0.98,0.0,0.0,4,0,1
18,28.8,46,1.3,1.0,16.0,0.58,0.0,0.0,4,0,1
19,27.8,48,1.1,1.0,15.7,0.08,0.0,0.0,4,0,1
20,26.9,49,2.1,1.0,15.2,0.0,0.0,0.0,4,0,1
21,26.0,52,1.4,1.0,15.3,0.0,0.0,0.0,4,0,1
22,25.1,53,2.0,1.0,14.8,0.0,0.0,0.0,4,0,1
23,24.4,54,1.6,1.0,14.4,0.0,0.0,0.0,4,0,1
0,23.5,56,1.5,1.0,14.2,0.0,0.0,0.0,4,0,1
1,22.8,59,1.5,1.0,14.3,0.0,0.0,0.0,4,0,1
2,22.0,60,1.2,1.0,13.8,0.0,0.0,0.0,4,0,1
3,21.5,61,1.3,1.0,13.6,0.0,0.0,0.0,4,0,1
4,21.1,62,1.8,1.0,13.5,0.0,0.0,0.0,4,0,1
5,20.6,65,1.1,1.0,13.7,0.0,0.0,0.0,4,0,1
6,20.2,66,1.0,1.0,13.6,0.0,0.0,0.0,4,0,1
7,20.2,65,1.4,1.0,13.4,0.16,0.0,0.0,4,0,1
8,21.3,57,1.3,1.0,12.4,0.81,0.0,0.0,4,0,1
9,23.4,52,1.3,0.9985,12.9,1.53,0.0,0.0,4,0,1
10,25.0,47,1.5,1.0,12.8,2.17,0.0,0.0,4,0,1
11,26.5,44,1.4,0.979,13.2,2.62,0.0,0.0,4,0,1
12,27.5,43,1.4,0.9795,13.7,2.75,0.0,0.0,4,0,1
13,28.5,42,1.7,0.995,14.3,2.94,0.0,0.0,4,0,1
14,29.1,43,1.4,1.0,15.2,2.39,0.0,0.0,4,0,1
15,29.3,43,1.5,0.979,15.4,2.4,0.0,0.0,4,0,1
16,29.3,44,1.4,0.9985,15.7,1.32,0.0,0.0,4,0,1
17,28.8,47,2.0,0.999,16.3,1.0,0.0,0.0,4,0,1
18,27.9,52,1.7,1.0,17.1,0.2,0.0,0.0,4,0,1
19,27.3,54,1.5,1.0,17.1,0.05,0.0,0.0,4,0,1
20,26.9,56,1.6,1.0,17.3,0.0,0.0,0.0,4,0,1
21,26.2,62,2.3,1.0,18.3,0.0,0.0,0.0,4,0,1
22,25.7,64,1.1,1.0,18.3,0.0,0.0,0.0,4,0,1
23,25.1,65,2.2,1.0,18.0,0.0,0.0,0.0,4,0,1
0,24.7,67,1.2,1.0,18.1,0.0,0.0,0.0,4,0,0
1,24.5,68,0.5,1.0,18.1,0.0,0.0,0.0,4,0,0
2,24.3,68,1.0,1.0,18.0,0.0,0.0,0.0,4,0,0
3,24.2,70,0.3,1.0,18.3,0.0,0.0,0.0,4,0,0
4,24.0,70,1.2,1.0,18.1,0.0,0.0,0.0,4,0,0
5,23.9,70,1.5,1.0,18.0,0.0,0.0,0.0,4,0,0
6,23.8,71,1.2,1.0,18.2,0.0,0.0,0.0,4,0,0
7,23.9,71,0.4,1.0,18.3,0.02,0.0,0.0,4,0,0
8,24.2,70,1.4,1.0,18.3,0.16,0.0,0.0,4,0,0
9,23.6,86,1.2,0.168,21.1,0.14,2.0,0.0,4,0,0
10,23.3,89,0.7,0.858,21.3,0.2,0.5,0.0,4,0,0
11,23.7,86,0.6,0.899,21.2,0.31,0.0,0.0,4,0,0
12,23.9,83,1.1,0.9505,20.8,0.27,0.0,0.0,4,0,0
13,24.9,78,1.5,0.955,20.7,0.72,0.0,0.0,4,0,0
14,25.6,77,0.8,0.965,21.2,0.78,0.0,0.0,4,0,0
15,25.7,81,0.7,0.9125,22.1,0.43,0.0,0.0,4,0,0
16,25.5,91,1.3,0.2015,23.9,0.23,3.5,0.0,4,0,0
17,22.7,96,4.9,0.226,22.0,0.07,13.0,0.0,4,0,0
18,21.9,97,1.8,0.3785,21.3,0.02,13.0,0.0,4,0,0
19,21.7,97,0.2,0.577,21.1,0.01,1.0,0.0,4,0,0
20,21.5,97,0.3,1.0,20.9,0.0,0.5,0.0,4,0,0
21,21.6,97,0.5,0.323,21.0,0.0,0.5,0.0,4,0,0
22,21.7,97,0.4,0.22,21.1,0.0,0.5,0.0,4,0,0
23,21.7,97,0.8,0.419,21.1,0.0,0.0,0.0,4,0,0
0,21.4,97,0.1,0.202,20.8,0.0,0.0,0.0,4,0,0
1,21.3,97,1.1,0.285,20.7,0.0,0.0,0.0,4,0,0
2,20.9,96,0.4,0.485,20.2,0.0,0.0,0.0,4,0,0
3,20.6,97,0.2,0.25,20.1,0.0,0.0,0.0,4,0,0
4,20.4,97,2.7,0.352,19.9,0.0,0.0,0.0,4,0,0
5,20.2,97,1.2,0.264,19.7,0.0,0.0,0.0,4,0,0
6,20.0,97,0.0,0.3235,19.5,0.0,0.0,0.0,4,0,0
7,20.1,97,1.9,0.2215,19.6,0.03,0.0,0.0,4,0,0
8,20.5,90,1.9,0.245,18.7,0.53,0.0,0.0,4,0,0
9,21.6,81,2.3,0.8345,18.1,1.2,0.0,0.0,4,0,0
10,23.1,73,3.1,1.0,17.9,2.24,0.0,0.0,4,0,0
11,24.5,64,2.7,1.0,17.2,2.7,0.0,0.0,4,0,0
12,25.8,57,2.8,1.0,16.6,3.02,0.0,0.0,4,0,0
13,26.5,58,2.8,1.0,17.5,2.87,0.0,0.0,4,0,0
14,27.4,52,3.8,0.999,16.6,2.67,0.0,0.0,4,0,0
15,26.7,51,3.4,1.0,15.7,2.09,0.0,0.0,4,0,0
16,27.1,47,4.3,1.0,14.8,1.82,0.0,0.0,4,0,0
17,27.6,47,3.3,1.0,15.2,1.49,0.0,0.0,4,0,0
18,26.8,53,2.6,1.0,16.4,0.8,0.0,0.0,4,0,0
19,25.1,49,3.1,1.0,13.6,0.18,0.0,0.0,4,0,0
20,23.7,49,3.3,1.0,12.3,0.0,0.0,0.0,4,0,0
21,22.9,55,3.0,1.0,13.3,0.0,0.0,0.0,4,0,0
22,22.2,58,1.5,1.0,13.5,0.0,0.0,0.0,4,0,0
23,21.7,60,0.5,1.0,13.5,0.0,0.0,0.0,4,0,0
0,21.1,64,1.5,1.0,14.0,0.0,0.0,0.0,4,0,0
1,20.9,66,1.1,1.0,14.3,0.0,0.0,0.0,4,0,0
2,20.6,72,0.9,1.0,15.3,0.0,0.0,0.0,4,0,0
3,20.2,77,0.4,1.0,16.0,0.0,0.0,0.0,4,0,0
4,19.9,81,0.2,1.0,16.5,0.0,0.0,0.0,4,0,0
5,19.7,82,0.5,1.0,16.5,0.0,0.0,0.0,4,0,0
6,19.8,82,0.5,1.0,16.6,0.0,0.0,0.0,4,0,0
7,19.8,79,0.9,1.0,16.0,0.13,0.0,0.0,4,0,0
8,21.2,69,1.9,1.0,15.2,0.74,0.0,0.0,4,0,0
9,23.4,59,3.0,0.987,14.9,1.46,0.0,0.0,4,0,0
10,25.4,49,3.9,0.998,13.9,2.13,0.0,0.0,4,0,0
11,26.4,47,2.9,1.0,14.1,2.38,0.0,0.0,4,0,0
12,27.1,44,5.0,1.0,13.7,2.8,0.0,0.0,4,0,0
13,27.3,46,4.8,0.9915,14.6,2.92,0.0,0.0,4,0,0
14,27.9,42,5.0,0.957,13.7,2.79,0.0,0.0,4,0,0
15,28.1,43,5.1,0.9645,14.3,2.65,0.0,0.0,4,0,0
16,28.2,37,4.0,0.9935,12.1,2.03,0.0,0.0,4,0,0
17,27.7,40,5.0,1.0,12.8,1.51,0.0,0.0,4,0,0
18,27.0,45,2.4,1.0,14.0,0.77,0.0,0.0,4,0,0
19,25.4,55,3.2,1.0,15.6,0.15,0.0,0.0,4,0,0
20,24.5,64,2.0,1.0,17.2,0.0,0.0,0.0,4,0,0
21,23.9,75,2.3,0.9875,19.1,0.0,0.0,0.0,4,0,0
22,23.6,82,1.8,0.8365,20.3,0.0,0.0,0.0,4,0,0
23,23.0,83,1.8,0.7345,19.9,0.0,0.0,0.0,4,0,0
0,22.5,83,0.5,0.7965,19.4,0.0,0.0,0.0,4,0,0
1,21.9,85,0.2,0.705,19.2,0.0,0.0,0.0,4,0,0
2,21.6,86,0.2,0.6765,19.1,0.0,0.0,0.0,4,0,0
3,21.5,85,0.1,0.641,18.8,0.0,0.0,0.0,4,0,0
4,21.6,87,0.4,0.4755,19.3,0.0,0.0,0.0,4,0,0
5,21.7,87,0.6,0.423,19.4,0.0,0.0,0.0,4,0,0
6,21.4,84,0.8,0.753,18.5,0.0,0.0,0.0,4,0,0
7,20.9,83,0.4,0.694,17.8,0.09,0.0,0.0,4,0,0
8,21.8,77,0.9,0.7095,17.5,0.43,0.0,0.0,4,0,0
9,23.5,72,0.5,0.7425,18.1,0.95,0.0,0.0,4,0,0
10,24.6,70,1.2,0.727,18.7,0.96,0.0,0.0,4,0,0
11,25.9,63,2.5,0.8465,18.3,1.32,0.0,0.0,4,0,0
12,26.9,60,2.3,0.796,18.4,1.67,0.0,0.0,4,0,0
13,28.0,52,2.3,0.821,17.2,1.85,0.0,0.0,4,0,0
14,27.9,47,3.2,0.9345,15.5,1.65,0.0,0.0,4,0,0
15,27.8,48,3.0,0.94,15.7,0.93,0.0,0.0,4,0,0
16,26.9,55,3.9,0.9545,17.0,0.54,0.0,0.0,4,0,0
17,26.6,63,3.0,1.0,18.9,0.43,0.0,0.0,4,0,0
18,25.8,58,2.9,1.0,16.9,0.16,0.0,0.0,4,0,0
19,25.3,71,3.3,1.0,19.6,0.05,0.0,0.0,4,0,0
20,25.1,71,3.6,1.0,19.4,0.0,0.0,0.0,4,0,0
21,24.6,70,2.5,1.0,18.7,0.0,0.0,0.0,4,0,0
22,24.3,71,2.5,0.996,18.6,0.0,0.0,0.0,4,0,0
23,23.9,71,4.7,0.991,18.3,0.0,0.0,0.0,4,0,0
0,21.3,82,3.5,0.9665,18.0,0.0,1.0,0.0,4,0,0
1,21.6,77,2.6,0.8885,17.3,0.0,0.0,0.0,4,0,0
2,21.3,76,2.2,0.7795,16.8,0.0,0.5,0.0,4,0,0
3,21.1,75,1.8,0.7755,16.4,0.0,0.0,0.0,4,0,0
4,20.8,66,1.5,0.8595,14.2,0.0,0.0,0.0,4,0,0
5,20.5,67,1.2,0.8245,14.1,0.0,0.0,0.0,4,0,0
6,20.2,70,1.6,0.845,14.5,0.0,0.0,0.0,4,0,0
7,20.3,74,1.8,0.686,15.5,0.07,0.0,0.0,4,0,0
8,20.5,78,2.5,0.625,16.5,0.32,0.0,0.0,4,0,0
9,21.3,63,2.7,0.9845,13.9,1.15,0.0,0.0,4,0,0
10,22.6,58,1.8,0.981,13.9,2.02,0.0,0.0,4,0,0
11,23.8,51,3.5,0.985,13.0,2.62,0.0,0.0,4,0,0
12,24.2,50,3.8,1.0,13.1,2.85,0.0,0.0,4,0,0
13,24.3,50,2.9,1.0,13.2,2.37,0.0,0.0,4,0,0
14,25.2,43,3.2,0.9905,11.7,2.59,0.0,0.0,4,0,0
15,24.7,44,4.2,1.0,11.6,1.92,0.0,0.0,4,0,0
16,25.2,39,2.8,0.9935,10.2,1.65,0.0,0.0,4,0,0
17,24.5,37,3.2,1.0,8.8,1.04,0.0,0.0,4,0,0
18,24.4,34,2.4,1.0,7.5,0.84,0.0,0.0,4,0,0
19,22.6,39,2.8,1.0,7.9,0.14,0.0,0.0,4,0,0
